id,target_type,target_name,check_type,sql_or_command,expected_result,severity
166,table_or_view,public.audit_logs,trigger_presence_expected,Heuristic/targeted check on audit_logs: trigger_presence_expected,trigger_presence_expected should pass for audit_logs,P1
167,table_or_view,public.audit_logs,trigger_side_effect_sanity,Heuristic/targeted check on audit_logs: trigger_side_effect_sanity,trigger_side_effect_sanity should pass for audit_logs,P1
168,table_or_view,public.audit_logs,function_dependency_validity,Heuristic/targeted check on audit_logs: function_dependency_validity,function_dependency_validity should pass for audit_logs,P1
169,table_or_view,public.audit_logs,migration_history_alignment,Heuristic/targeted check on audit_logs: migration_history_alignment,migration_history_alignment should pass for audit_logs,P1
170,table_or_view,public.audit_logs,backup_readiness_signal,Heuristic/targeted check on audit_logs: backup_readiness_signal,backup_readiness_signal should pass for audit_logs,P2
171,table_or_view,public.audit_logs,restore_simulation_plan,Heuristic/targeted check on audit_logs: restore_simulation_plan,restore_simulation_plan should pass for audit_logs,P2
172,table_or_view,public.audit_logs,webhook_idempotency_key,Verify unique provider reference index for audit_logs where applicable.,webhook_idempotency_key should pass for audit_logs,P0
173,table_or_view,public.audit_logs,webhook_signature_verification,Heuristic/targeted check on audit_logs: webhook_signature_verification,webhook_signature_verification should pass for audit_logs,P0
174,table_or_view,public.audit_logs,webhook_replay_no_duplicate_effect,Heuristic/targeted check on audit_logs: webhook_replay_no_duplicate_effect,webhook_replay_no_duplicate_effect should pass for audit_logs,P0
175,table_or_view,public.audit_logs,provider_reference_uniqueness,Heuristic/targeted check on audit_logs: provider_reference_uniqueness,provider_reference_uniqueness should pass for audit_logs,P0
176,table_or_view,public.audit_logs,payment_state_machine_validity,Heuristic/targeted check on audit_logs: payment_state_machine_validity,payment_state_machine_validity should pass for audit_logs,P0
177,table_or_view,public.audit_logs,commission_calculation_consistency,Heuristic/targeted check on audit_logs: commission_calculation_consistency,commission_calculation_consistency should pass for audit_logs,P1
178,table_or_view,public.audit_logs,payout_state_machine_validity,Heuristic/targeted check on audit_logs: payout_state_machine_validity,payout_state_machine_validity should pass for audit_logs,P1
179,table_or_view,public.audit_logs,invoice_delivery_pipeline,Heuristic/targeted check on audit_logs: invoice_delivery_pipeline,invoice_delivery_pipeline should pass for audit_logs,P1
180,table_or_view,public.audit_logs,notification_insert_compatibility,Heuristic/targeted check on audit_logs: notification_insert_compatibility,notification_insert_compatibility should pass for audit_logs,P1
181,table_or_view,public.audit_logs,realtime_channel_mapping,Heuristic/targeted check on audit_logs: realtime_channel_mapping,realtime_channel_mapping should pass for audit_logs,P2
182,table_or_view,public.audit_logs,storage_acl_scope,Heuristic/targeted check on audit_logs: storage_acl_scope,storage_acl_scope should pass for audit_logs,P1
183,table_or_view,public.audit_logs,avatar_upload_constraints,Heuristic/targeted check on audit_logs: avatar_upload_constraints,avatar_upload_constraints should pass for audit_logs,P2
184,table_or_view,public.audit_logs,google_avatar_sync,Heuristic/targeted check on audit_logs: google_avatar_sync,google_avatar_sync should pass for audit_logs,P2
185,table_or_view,public.audit_logs,oauth_role_routing,Heuristic/targeted check on audit_logs: oauth_role_routing,oauth_role_routing should pass for audit_logs,P0
186,table_or_view,public.audit_logs,password_login_role_routing,Heuristic/targeted check on audit_logs: password_login_role_routing,password_login_role_routing should pass for audit_logs,P0
187,table_or_view,public.audit_logs,session_expiry_recovery,Heuristic/targeted check on audit_logs: session_expiry_recovery,session_expiry_recovery should pass for audit_logs,P1
188,table_or_view,public.audit_logs,failed_fetch_error_surface,Heuristic/targeted check on audit_logs: failed_fetch_error_surface,failed_fetch_error_surface should pass for audit_logs,P1
189,table_or_view,public.audit_logs,mobile_layout_data_endpoint_stability,Heuristic/targeted check on audit_logs: mobile_layout_data_endpoint_stability,mobile_layout_data_endpoint_stability should pass for audit_logs,P2
190,table_or_view,public.audit_logs,csv_export_source_integrity,Heuristic/targeted check on audit_logs: csv_export_source_integrity,csv_export_source_integrity should pass for audit_logs,P2
191,table_or_view,public.audit_logs,search_query_performance_baseline,Heuristic/targeted check on audit_logs: search_query_performance_baseline,search_query_performance_baseline should pass for audit_logs,P2
192,table_or_view,public.audit_logs,n_plus_one_query_risk,Heuristic/targeted check on audit_logs: n_plus_one_query_risk,n_plus_one_query_risk should pass for audit_logs,P2
193,table_or_view,public.audit_logs,deadlock_risk_heuristic,Heuristic/targeted check on audit_logs: deadlock_risk_heuristic,deadlock_risk_heuristic should pass for audit_logs,P2
194,table_or_view,public.audit_logs,race_condition_risk_heuristic,Heuristic/targeted check on audit_logs: race_condition_risk_heuristic,race_condition_risk_heuristic should pass for audit_logs,P1
195,table_or_view,public.audit_logs,transaction_atomicity_required_paths,Heuristic/targeted check on audit_logs: transaction_atomicity_required_paths,transaction_atomicity_required_paths should pass for audit_logs,P0
196,table_or_view,public.audit_logs,service_role_leak_scan,Heuristic/targeted check on audit_logs: service_role_leak_scan,service_role_leak_scan should pass for audit_logs,P0
197,table_or_view,public.audit_logs,anon_role_capability_boundary,Heuristic/targeted check on audit_logs: anon_role_capability_boundary,anon_role_capability_boundary should pass for audit_logs,P0
198,table_or_view,public.audit_logs,admin_godmode_boundary,Heuristic/targeted check on audit_logs: admin_godmode_boundary,admin_godmode_boundary should pass for audit_logs,P1
199,table_or_view,public.audit_logs,soft_delete_behavior_check,Heuristic/targeted check on audit_logs: soft_delete_behavior_check,soft_delete_behavior_check should pass for audit_logs,P2
200,table_or_view,public.audit_logs,hard_delete_guardrails,Heuristic/targeted check on audit_logs: hard_delete_guardrails,hard_delete_guardrails should pass for audit_logs,P1
201,table_or_view,public.audit_logs,topup_pending_to_success_transition,Heuristic/targeted check on audit_logs: topup_pending_to_success_transition,topup_pending_to_success_transition should pass for audit_logs,P0
202,table_or_view,public.audit_logs,invoice_pending_to_paid_transition,Heuristic/targeted check on audit_logs: invoice_pending_to_paid_transition,invoice_pending_to_paid_transition should pass for audit_logs,P0
203,table_or_view,public.audit_logs,commission_post_payment_trigger,Heuristic/targeted check on audit_logs: commission_post_payment_trigger,commission_post_payment_trigger should pass for audit_logs,P1
204,table_or_view,public.audit_logs,billing_dashboard_reflection,Heuristic/targeted check on audit_logs: billing_dashboard_reflection,billing_dashboard_reflection should pass for audit_logs,P1
205,table_or_view,public.audit_logs,notifications_dashboard_reflection,Heuristic/targeted check on audit_logs: notifications_dashboard_reflection,notifications_dashboard_reflection should pass for audit_logs,P1
206,table_or_view,public.audit_logs,data_persistence_after_refresh,Heuristic/targeted check on audit_logs: data_persistence_after_refresh,data_persistence_after_refresh should pass for audit_logs,P0
207,table_or_view,public.audit_logs,schema_cache_mismatch_scan,Heuristic/targeted check on audit_logs: schema_cache_mismatch_scan,schema_cache_mismatch_scan should pass for audit_logs,P0
208,table_or_view,public.audit_logs,compat_columns_fallback_scan,Heuristic/targeted check on audit_logs: compat_columns_fallback_scan,compat_columns_fallback_scan should pass for audit_logs,P1
209,table_or_view,public.audit_logs,legacy_table_compat_view_check,Heuristic/targeted check on audit_logs: legacy_table_compat_view_check,legacy_table_compat_view_check should pass for audit_logs,P2
210,table_or_view,public.audit_logs,check_constraint_enforcement,Heuristic/targeted check on audit_logs: check_constraint_enforcement,check_constraint_enforcement should pass for audit_logs,P1
211,table_or_view,public.audit_logs,enum_value_drift_scan,Heuristic/targeted check on audit_logs: enum_value_drift_scan,enum_value_drift_scan should pass for audit_logs,P1
212,table_or_view,public.audit_logs,project_assignment_integrity,Heuristic/targeted check on audit_logs: project_assignment_integrity,project_assignment_integrity should pass for audit_logs,P1
213,table_or_view,public.audit_logs,milestone_release_integrity,Heuristic/targeted check on audit_logs: milestone_release_integrity,milestone_release_integrity should pass for audit_logs,P1
214,table_or_view,public.audit_logs,financial_ledger_consistency,Heuristic/targeted check on audit_logs: financial_ledger_consistency,financial_ledger_consistency should pass for audit_logs,P0
215,table_or_view,public.audit_logs,wallet_balance_reconciliation,Heuristic/targeted check on audit_logs: wallet_balance_reconciliation,wallet_balance_reconciliation should pass for audit_logs,P1
216,table_or_view,public.audit_logs,openapi_endpoint_contract,Heuristic/targeted check on audit_logs: openapi_endpoint_contract,openapi_endpoint_contract should pass for audit_logs,P2
217,table_or_view,public.audit_logs,edge_function_auth_mode,Heuristic/targeted check on audit_logs: edge_function_auth_mode,edge_function_auth_mode should pass for audit_logs,P1
218,table_or_view,public.audit_logs,edge_function_cors_mode,Heuristic/targeted check on audit_logs: edge_function_cors_mode,edge_function_cors_mode should pass for audit_logs,P2
219,table_or_view,public.audit_logs,edge_function_error_shape,Heuristic/targeted check on audit_logs: edge_function_error_shape,edge_function_error_shape should pass for audit_logs,P2
220,table_or_view,public.audit_logs,email_provider_sendability,Heuristic/targeted check on audit_logs: email_provider_sendability,email_provider_sendability should pass for audit_logs,P1
221,table_or_view,public.audit_logs,email_provider_domain_verification_required,Heuristic/targeted check on audit_logs: email_provider_domain_verification_required,email_provider_domain_verification_required should pass for audit_logs,P2
222,table_or_view,public.audit_logs,paystack_init_payload_validity,Heuristic/targeted check on audit_logs: paystack_init_payload_validity,paystack_init_payload_validity should pass for audit_logs,P1
223,table_or_view,public.audit_logs,paystack_webhook_payload_validity,Heuristic/targeted check on audit_logs: paystack_webhook_payload_validity,paystack_webhook_payload_validity should pass for audit_logs,P1
224,table_or_view,public.audit_logs,resend_payload_validity,Heuristic/targeted check on audit_logs: resend_payload_validity,resend_payload_validity should pass for audit_logs,P2
225,table_or_view,public.audit_logs,oauth_redirect_url_alignment,Heuristic/targeted check on audit_logs: oauth_redirect_url_alignment,oauth_redirect_url_alignment should pass for audit_logs,P1
226,table_or_view,public.audit_logs,localhost_origin_alignment,Heuristic/targeted check on audit_logs: localhost_origin_alignment,localhost_origin_alignment should pass for audit_logs,P2
227,table_or_view,public.audit_logs,vercel_env_placeholder_compliance,Heuristic/targeted check on audit_logs: vercel_env_placeholder_compliance,vercel_env_placeholder_compliance should pass for audit_logs,P2
228,table_or_view,public.audit_logs,demo_data_absence_check,Heuristic/targeted check on audit_logs: demo_data_absence_check,demo_data_absence_check should pass for audit_logs,P2
229,table_or_view,public.audit_logs,seed_script_safety_check,Heuristic/targeted check on audit_logs: seed_script_safety_check,seed_script_safety_check should pass for audit_logs,P2
230,table_or_view,public.audit_logs,sql_injection_surface_scan,Heuristic/targeted check on audit_logs: sql_injection_surface_scan,sql_injection_surface_scan should pass for audit_logs,P0
231,table_or_view,public.audit_logs,xss_surface_scan,Heuristic/targeted check on audit_logs: xss_surface_scan,xss_surface_scan should pass for audit_logs,P1
232,table_or_view,public.audit_logs,csrf_relevance_assessment,Heuristic/targeted check on audit_logs: csrf_relevance_assessment,csrf_relevance_assessment should pass for audit_logs,P2
